Comunidades y Ciudades Autónomas;Sexo;Sector económico;Situación profesional;Periodo;Total
16 País Vasco;Mujeres;Agricultura;Otra situación ;2007T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2007T1;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2006T4;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2006T3;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2006T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2006T1;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2005T4;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2005T3;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2005T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2005T1;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2004T4;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2004T3;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2004T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2004T1;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2003T4;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2003T3;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2003T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2003T1;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2002T4;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2002T3;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2002T2;..
16 País Vasco;Mujeres;Agricultura;Otra situación ;2002T1;..
16 País Vasco;Mujeres;Industria;Total;2008T4;46,6
16 País Vasco;Mujeres;Industria;Total;2008T3;51,9
16 País Vasco;Mujeres;Industria;Total;2008T2;48,4
16 País Vasco;Mujeres;Industria;Total;2008T1;53,1
16 País Vasco;Mujeres;Industria;Total;2007T4;46,4
16 País Vasco;Mujeres;Industria;Total;2007T3;43,5
16 País Vasco;Mujeres;Industria;Total;2007T2;45,2
16 País Vasco;Mujeres;Industria;Total;2007T1;43,1
16 País Vasco;Mujeres;Industria;Total;2006T4;41,8
16 País Vasco;Mujeres;Industria;Total;2006T3;44,3
16 País Vasco;Mujeres;Industria;Total;2006T2;44,7
16 País Vasco;Mujeres;Industria;Total;2006T1;41,7
16 País Vasco;Mujeres;Industria;Total;2005T4;45
16 País Vasco;Mujeres;Industria;Total;2005T3;42,4
16 País Vasco;Mujeres;Industria;Total;2005T2;42,5
16 País Vasco;Mujeres;Industria;Total;2005T1;43
16 País Vasco;Mujeres;Industria;Total;2004T4;43,7
16 País Vasco;Mujeres;Industria;Total;2004T3;45,8
16 País Vasco;Mujeres;Industria;Total;2004T2;42,9
16 País Vasco;Mujeres;Industria;Total;2004T1;41,7
16 País Vasco;Mujeres;Industria;Total;2003T4;41,3
16 País Vasco;Mujeres;Industria;Total;2003T3;43,8
16 País Vasco;Mujeres;Industria;Total;2003T2;47,6
16 País Vasco;Mujeres;Industria;Total;2003T1;48,6
16 País Vasco;Mujeres;Industria;Total;2002T4;47,3
16 País Vasco;Mujeres;Industria;Total;2002T3;45,6
16 País Vasco;Mujeres;Industria;Total;2002T2;41,6
16 País Vasco;Mujeres;Industria;Total;2002T1;42,3
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2008T4;6,7
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2008T3;6,8
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2008T2;5,9
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2008T1;7,5
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2007T4;5,5
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2007T3;5,6
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2007T2;6,2
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2007T1;6,2
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2006T4;5,4
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2006T3;8,2
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2006T2;7,4
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2006T1;7
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2005T4;9
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2005T3;8,1
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2005T2;7,6
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2005T1;6,5
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2004T4;3,7
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2004T3;4,7
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2004T2;5,4
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2004T1;4,6
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2003T4;4,1
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2003T3;5
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2003T2;6
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2003T1;6,1
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2002T4;5,4
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2002T3;6,2
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2002T2;7,2
16 País Vasco;Mujeres;Industria;Empresario o miembro de cooperativa;2002T1;7,2
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2008T4;0,3
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2008T3;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2008T2;0,2
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2008T1;0,2
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2007T4;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2007T3;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2007T2;0,4
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2007T1;0,6
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2006T4;0,7
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2006T3;0,9
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2006T2;1,5
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2006T1;1,9
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2005T4;0,6
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2005T3;0,5
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2005T2;1,2
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2005T1;0,4
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2004T4;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2004T3;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2004T2;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2004T1;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2003T4;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2003T3;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2003T2;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2003T1;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2002T4;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2002T3;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2002T2;..
16 País Vasco;Mujeres;Industria;Ayuda en la empresa o negocio familiar;2002T1;..
16 País Vasco;Mujeres;Industria;Asalariados;2008T4;39,6
16 País Vasco;Mujeres;Industria;Asalariados;2008T3;45,1
16 País Vasco;Mujeres;Industria;Asalariados;2008T2;42,2
16 País Vasco;Mujeres;Industria;Asalariados;2008T1;45,4
16 País Vasco;Mujeres;Industria;Asalariados;2007T4;40,9
16 País Vasco;Mujeres;Industria;Asalariados;2007T3;38
16 País Vasco;Mujeres;Industria;Asalariados;2007T2;38,5
16 País Vasco;Mujeres;Industria;Asalariados;2007T1;36,3
16 País Vasco;Mujeres;Industria;Asalariados;2006T4;35,8
16 País Vasco;Mujeres;Industria;Asalariados;2006T3;35,2
16 País Vasco;Mujeres;Industria;Asalariados;2006T2;35,5
16 País Vasco;Mujeres;Industria;Asalariados;2006T1;32,5
16 País Vasco;Mujeres;Industria;Asalariados;2005T4;35,4
16 País Vasco;Mujeres;Industria;Asalariados;2005T3;33,8
16 País Vasco;Mujeres;Industria;Asalariados;2005T2;33,7
16 País Vasco;Mujeres;Industria;Asalariados;2005T1;36,2
16 País Vasco;Mujeres;Industria;Asalariados;2004T4;40
16 País Vasco;Mujeres;Industria;Asalariados;2004T3;40,9
16 País Vasco;Mujeres;Industria;Asalariados;2004T2;37,5
16 País Vasco;Mujeres;Industria;Asalariados;2004T1;37
16 País Vasco;Mujeres;Industria;Asalariados;2003T4;37,2
16 País Vasco;Mujeres;Industria;Asalariados;2003T3;38,1
16 País Vasco;Mujeres;Industria;Asalariados;2003T2;41,6
16 País Vasco;Mujeres;Industria;Asalariados;2003T1;42,3
16 País Vasco;Mujeres;Industria;Asalariados;2002T4;41,9
16 País Vasco;Mujeres;Industria;Asalariados;2002T3;39,4
16 País Vasco;Mujeres;Industria;Asalariados;2002T2;34,4
16 País Vasco;Mujeres;Industria;Asalariados;2002T1;35,1
16 País Vasco;Mujeres;Industria;Otra situación ;2008T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2008T3;..
16 País Vasco;Mujeres;Industria;Otra situación ;2008T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2008T1;..
16 País Vasco;Mujeres;Industria;Otra situación ;2007T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2007T3;..
16 País Vasco;Mujeres;Industria;Otra situación ;2007T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2007T1;..
16 País Vasco;Mujeres;Industria;Otra situación ;2006T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2006T3;..
16 País Vasco;Mujeres;Industria;Otra situación ;2006T2;0,3
16 País Vasco;Mujeres;Industria;Otra situación ;2006T1;0,3
16 País Vasco;Mujeres;Industria;Otra situación ;2005T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2005T3;..
16 País Vasco;Mujeres;Industria;Otra situación ;2005T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2005T1;..
16 País Vasco;Mujeres;Industria;Otra situación ;2004T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2004T3;0,2
16 País Vasco;Mujeres;Industria;Otra situación ;2004T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2004T1;..
16 País Vasco;Mujeres;Industria;Otra situación ;2003T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2003T3;0,6
16 País Vasco;Mujeres;Industria;Otra situación ;2003T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2003T1;0,2
16 País Vasco;Mujeres;Industria;Otra situación ;2002T4;..
16 País Vasco;Mujeres;Industria;Otra situación ;2002T3;..
16 País Vasco;Mujeres;Industria;Otra situación ;2002T2;..
16 País Vasco;Mujeres;Industria;Otra situación ;2002T1;..
16 País Vasco;Mujeres;Construcción;Total;2008T4;5,2
16 País Vasco;Mujeres;Construcción;Total;2008T3;3,7
16 País Vasco;Mujeres;Construcción;Total;2008T2;5,2
16 País Vasco;Mujeres;Construcción;Total;2008T1;4
16 País Vasco;Mujeres;Construcción;Total;2007T4;4,9
16 País Vasco;Mujeres;Construcción;Total;2007T3;3,5
16 País Vasco;Mujeres;Construcción;Total;2007T2;3,1
16 País Vasco;Mujeres;Construcción;Total;2007T1;4,5
16 País Vasco;Mujeres;Construcción;Total;2006T4;4,9
16 País Vasco;Mujeres;Construcción;Total;2006T3;6
16 País Vasco;Mujeres;Construcción;Total;2006T2;6,4
16 País Vasco;Mujeres;Construcción;Total;2006T1;5,4
16 País Vasco;Mujeres;Construcción;Total;2005T4;6
16 País Vasco;Mujeres;Construcción;Total;2005T3;4,2
16 País Vasco;Mujeres;Construcción;Total;2005T2;3,5
16 País Vasco;Mujeres;Construcción;Total;2005T1;4,7
16 País Vasco;Mujeres;Construcción;Total;2004T4;4,9
16 País Vasco;Mujeres;Construcción;Total;2004T3;3,6
16 País Vasco;Mujeres;Construcción;Total;2004T2;3,2
16 País Vasco;Mujeres;Construcción;Total;2004T1;4,6
16 País Vasco;Mujeres;Construcción;Total;2003T4;4,6
16 País Vasco;Mujeres;Construcción;Total;2003T3;5,3
16 País Vasco;Mujeres;Construcción;Total;2003T2;6
16 País Vasco;Mujeres;Construcción;Total;2003T1;8,4
16 País Vasco;Mujeres;Construcción;Total;2002T4;6,8
16 País Vasco;Mujeres;Construcción;Total;2002T3;6,7
16 País Vasco;Mujeres;Construcción;Total;2002T2;6,1
16 País Vasco;Mujeres;Construcción;Total;2002T1;5,3
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2008T4;0,2
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2008T3;..
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2008T2;0
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2008T1;0,5
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2007T4;0,9
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2007T3;0,5
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2007T2;0,2
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2007T1;0,6
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2006T4;0,4
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2006T3;0,8
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2006T2;0,5
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2006T1;0,3
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2005T4;0,3
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2005T3;0,4
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2005T2;0,3
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2005T1;0,6
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2004T4;0,1
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2004T3;0,1
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2004T2;0,1
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2004T1;..
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2003T4;0,3
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2003T3;0,2
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2003T2;0,2
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2003T1;1,5
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2002T4;0,8
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2002T3;1,1
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2002T2;0,6
16 País Vasco;Mujeres;Construcción;Empresario o miembro de cooperativa;2002T1;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2008T4;0,8
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2008T3;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2008T2;1,1
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2008T1;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2007T4;0,5
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2007T3;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2007T2;0,5
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2007T1;..
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2006T4;0,2
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2006T3;..
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2006T2;0,5
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2006T1;0,3
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2005T4;0,5
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2005T3;0,4
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2005T2;..
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2005T1;0,3
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2004T4;..
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2004T3;..
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2004T2;0,2
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2004T1;0,3
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2003T4;0,4
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2003T3;0,4
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2003T2;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2003T1;0,7
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2002T4;0,5
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2002T3;0,6
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2002T2;0,9
16 País Vasco;Mujeres;Construcción;Ayuda en la empresa o negocio familiar;2002T1;1,3
16 País Vasco;Mujeres;Construcción;Asalariados;2008T4;4,2
16 País Vasco;Mujeres;Construcción;Asalariados;2008T3;3,2
16 País Vasco;Mujeres;Construcción;Asalariados;2008T2;4
16 País Vasco;Mujeres;Construcción;Asalariados;2008T1;2,9
16 País Vasco;Mujeres;Construcción;Asalariados;2007T4;3,5
16 País Vasco;Mujeres;Construcción;Asalariados;2007T3;2,4
16 País Vasco;Mujeres;Construcción;Asalariados;2007T2;2,4
16 País Vasco;Mujeres;Construcción;Asalariados;2007T1;3,9
16 País Vasco;Mujeres;Construcción;Asalariados;2006T4;4,4
16 País Vasco;Mujeres;Construcción;Asalariados;2006T3;5,1
16 País Vasco;Mujeres;Construcción;Asalariados;2006T2;5,5
16 País Vasco;Mujeres;Construcción;Asalariados;2006T1;4,9
16 País Vasco;Mujeres;Construcción;Asalariados;2005T4;5,1
16 País Vasco;Mujeres;Construcción;Asalariados;2005T3;3,4
16 País Vasco;Mujeres;Construcción;Asalariados;2005T2;3,2
16 País Vasco;Mujeres;Construcción;Asalariados;2005T1;3,8
16 País Vasco;Mujeres;Construcción;Asalariados;2004T4;4,8
16 País Vasco;Mujeres;Construcción;Asalariados;2004T3;3,6
16 País Vasco;Mujeres;Construcción;Asalariados;2004T2;2,8
16 País Vasco;Mujeres;Construcción;Asalariados;2004T1;4,3
16 País Vasco;Mujeres;Construcción;Asalariados;2003T4;3,9
16 País Vasco;Mujeres;Construcción;Asalariados;2003T3;4,7
16 País Vasco;Mujeres;Construcción;Asalariados;2003T2;5,2
16 País Vasco;Mujeres;Construcción;Asalariados;2003T1;6,2
16 País Vasco;Mujeres;Construcción;Asalariados;2002T4;5,6
16 País Vasco;Mujeres;Construcción;Asalariados;2002T3;5
16 País Vasco;Mujeres;Construcción;Asalariados;2002T2;4,6
16 País Vasco;Mujeres;Construcción;Asalariados;2002T1;3,4
16 País Vasco;Mujeres;Construcción;Otra situación ;2008T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2008T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2008T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2008T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2007T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2007T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2007T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2007T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2006T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2006T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2006T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2006T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2005T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2005T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2005T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2005T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2004T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2004T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2004T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2004T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2003T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2003T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2003T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2003T1;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2002T4;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2002T3;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2002T2;..
16 País Vasco;Mujeres;Construcción;Otra situación ;2002T1;..
16 País Vasco;Mujeres;Servicios;Total;2008T4;380,2
16 País Vasco;Mujeres;Servicios;Total;2008T3;387,4
16 País Vasco;Mujeres;Servicios;Total;2008T2;377,8
16 País Vasco;Mujeres;Servicios;Total;2008T1;366,1
16 País Vasco;Mujeres;Servicios;Total;2007T4;374,4
16 País Vasco;Mujeres;Servicios;Total;2007T3;374
16 País Vasco;Mujeres;Servicios;Total;2007T2;379
16 País Vasco;Mujeres;Servicios;Total;2007T1;371,5
16 País Vasco;Mujeres;Servicios;Total;2006T4;377,2
16 País Vasco;Mujeres;Servicios;Total;2006T3;370,1
16 País Vasco;Mujeres;Servicios;Total;2006T2;366,6
16 País Vasco;Mujeres;Servicios;Total;2006T1;360,2
16 País Vasco;Mujeres;Servicios;Total;2005T4;362,3
16 País Vasco;Mujeres;Servicios;Total;2005T3;344,2
16 País Vasco;Mujeres;Servicios;Total;2005T2;346,2
16 País Vasco;Mujeres;Servicios;Total;2005T1;344,9
16 País Vasco;Mujeres;Servicios;Total;2004T4;331,7
16 País Vasco;Mujeres;Servicios;Total;2004T3;330,1
16 País Vasco;Mujeres;Servicios;Total;2004T2;326,6
16 País Vasco;Mujeres;Servicios;Total;2004T1;326,6
16 País Vasco;Mujeres;Servicios;Total;2003T4;329,5
16 País Vasco;Mujeres;Servicios;Total;2003T3;322,1
16 País Vasco;Mujeres;Servicios;Total;2003T2;310,6
16 País Vasco;Mujeres;Servicios;Total;2003T1;298,6
16 País Vasco;Mujeres;Servicios;Total;2002T4;305,1
16 País Vasco;Mujeres;Servicios;Total;2002T3;296,5
16 País Vasco;Mujeres;Servicios;Total;2002T2;297,4
16 País Vasco;Mujeres;Servicios;Total;2002T1;292,7
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2008T4;52,7
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2008T3;47
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2008T2;45,5
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2008T1;41,2
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2007T4;45,4
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2007T3;52,6
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2007T2;44,7
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2007T1;49,4
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2006T4;51
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2006T3;53,6
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2006T2;49
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2006T1;47
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2005T4;52,5
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2005T3;50,6
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2005T2;43,9
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2005T1;40,1
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2004T4;37,1
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2004T3;37,4
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2004T2;35,3
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2004T1;41,3
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2003T4;40,8
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2003T3;42,5
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2003T2;41,4
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2003T1;39,8
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2002T4;42,2
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2002T3;39,9
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2002T2;42,9
16 País Vasco;Mujeres;Servicios;Empresario o miembro de cooperativa;2002T1;44,9
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2008T4;2,9
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2008T3;2
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2008T2;5
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2008T1;3,2
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2007T4;3,2
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2007T3;3
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2007T2;3,4
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2007T1;2,9
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2006T4;4
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2006T3;2
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2006T2;4,8
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2006T1;3,6
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2005T4;1,9
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2005T3;2,7
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2005T2;2,5
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2005T1;4,7
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2004T4;2,6
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2004T3;2,7
16 País Vasco;Mujeres;Servicios;Ayuda en la empresa o negocio familiar;2004T2;2,3
