DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200205292,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1845,02,Rampart,0205,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,31,F,O,101,STREET,,,IC,Invest Cont,330,,,,W  SUNSET                       BL,SILVER LAKE,34.0826,-118.2728
200713998,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1000,07,Wilshire,0713,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,FAIRFAX,OAKWOOD,34.0782,-118.3615
200205293,01/23/2020 12:00:00 AM,01/22/2020 12:00:00 AM,0001,02,Rampart,0201,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,23,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,N  EDGEMONT                     ST,MONROE                       ST,34.0858,-118.296
200205295,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2105,02,Rampart,0218,1,330,BURGLARY FROM VEHICLE,0344 1307 1609 0329,34,F,W,101,STREET,,,IC,Invest Cont,330,,,,W  SUNSET                       BL,LAVETA                       TR,34.0763,-118.2562
200205296,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1700,02,Rampart,0271,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900    GRAND VIEW                   ST,,34.0544,-118.2809
200205300,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1650,02,Rampart,0202,2,762,LEWD CONDUCT,1259 2004,16,F,H,101,STREET,,,IC,Invest Cont,762,,,,HOOVER,SANTA MONICA                 BL,34.0909,-118.2846
200205301,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1650,02,Rampart,0202,2,762,LEWD CONDUCT,1259 2004,16,F,H,101,STREET,,,IC,Invest Cont,762,,,,HOOVER,SANTA MONICA                 BL,34.0909,-118.2846
200208283,03/27/2020 12:00:00 AM,03/23/2020 12:00:00 AM,0800,02,Rampart,0236,2,354,THEFT OF IDENTITY,1202 0100 1822 0930,84,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,200 N  ALVARADO                     ST,,34.068,-118.2695
220605196,01/26/2022 12:00:00 AM,09/20/2020 12:00:00 AM,2155,06,Hollywood,0642,2,354,THEFT OF IDENTITY,0344 1822 1501 0930 0917,44,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1300 N  SIERRA BONITA                AV,,34.0981,-118.3577
200205306,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1710,02,Rampart,0248,2,624,BATTERY - SIMPLE ASSAULT,1822 0361 0416 0446,32,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,300    WITMER                       ST,,34.0591,-118.2635
200716814,12/07/2020 12:00:00 AM,12/06/2020 12:00:00 AM,1800,07,Wilshire,0788,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 0384,57,M,H,101,STREET,,,IC,Invest Cont,331,,,,2300 S  BRONSON                      AV,,34.0357,-118.332
200205309,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2341,02,Rampart,0246,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 0311 0329 2048 2002 1413,0,X,X,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,,,AA,Adult Arrest,740,998,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
200205310,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1240,02,Rampart,0256,2,624,BATTERY - SIMPLE ASSAULT,1822 1008 0417 0447,39,F,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  BONNIE BRAE                  ST,,34.0585,-118.2725
200205370,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2300,02,Rampart,0204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300    EDGECLIFFE                   DR,,34.0867,-118.2803
200205312,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0300,02,Rampart,0245,1,310,BURGLARY,0907 1606 1402,0,X,X,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,310,998,,,600 S  PARK VIEW                    ST,,34.0612,-118.2785
200205314,01/28/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1600,02,Rampart,0245,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,400 S  LAKE                         ST,,34.0621,-118.2747
200205315,01/20/2020 12:00:00 AM,01/20/2020 12:00:00 AM,2225,02,Rampart,0269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,19,X,X,108,PARKING LOT,,,IC,Invest Cont,745,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
200300896,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,0915,03,Southwest,0356,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 1822 0342 0344 0385 1300 1309,47,M,H,101,STREET,,,AA,Adult Arrest,331,,,,HALLDALE                     AV,37TH                         ST,34.02,-118.3029
200207569,03/10/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1528,02,Rampart,0233,1,310,BURGLARY,1822 1605 0349 0930,32,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,310,,,,200 S  LA FAYETTE PARK              PL,,34.0671,-118.2806
200205318,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,0945,02,Rampart,0238,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,W,101,STREET,,,IC,Invest Cont,440,,,,300 N  BOYLSTON                     ST,,34.0642,-118.257
200205319,01/26/2020 12:00:00 AM,01/25/2020 12:00:00 AM,1330,02,Rampart,0219,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,600 N  BOYLSTON                     ST,,34.067,-118.2515
200205320,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2000,02,Rampart,0245,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,19,X,X,102,SIDEWALK,,,AO,Adult Other,745,,,,600 S  PARK VIEW                    ST,,34.0612,-118.2785
200205321,01/27/2020 12:00:00 AM,01/17/2020 12:00:00 AM,0015,02,Rampart,0217,1,330,BURGLARY FROM VEHICLE,1609 0344,29,M,W,101,STREET,,,IC,Invest Cont,330,,,,1900 W  SUNSET                       BL,,34.0781,-118.2609
200608635,04/03/2020 12:00:00 AM,04/02/2020 12:00:00 AM,1740,06,Hollywood,0645,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,YUCCA,WILCOX,34.1006,-118.3417
220209598,04/25/2022 12:00:00 AM,12/29/2020 12:00:00 AM,0800,02,Rampart,0238,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1817 1906,27,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,1300    ANGELINA                     ST,,34.0648,-118.2559
200205334,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,2000,02,Rampart,0233,1,330,BURGLARY FROM VEHICLE,0344 1501,26,M,H,101,STREET,,,IC,Invest Cont,330,,,,200 N  BENTON                       WY,,34.0713,-118.2767
200205335,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0445,02,Rampart,0205,1,210,ROBBERY,0913 1814 2004 0344 0416 2000 2002,38,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,700    PARKMAN                      AV,,34.079,-118.2758
201116834,12/21/2020 12:00:00 AM,12/18/2020 12:00:00 AM,1800,11,Northeast,1117,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822 1300,56,M,H,101,STREET,,,IC,Invest Cont,331,,,,LANGDALE                     AV,ELLENWOOD                    DR,34.1302,-118.2174
200205343,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1630,02,Rampart,0299,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,57,F,H,101,STREET,,,IC,Invest Cont,420,,,,1000 W  17TH                         ST,,34.0398,-118.278
200205344,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1500,02,Rampart,0245,1,480,BIKE - STOLEN,0344 0397,29,M,B,108,PARKING LOT,,,IC,Invest Cont,480,,,,400    GRAND VIEW                   ST,,34.063,-118.2753
200205399,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2200,02,Rampart,0204,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344 1251,21,F,W,101,STREET,,,IC,Invest Cont,330,,,,MANZANITA,SANTA MONICA,34.0923,-118.2817
200712594,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1930,07,Wilshire,0753,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1402,55,M,H,101,STREET,,,AO,Adult Other,740,998,,,5600 W  PICO                         BL,,34.0537,-118.3619
200205347,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0230,02,Rampart,0257,1,121,"RAPE, FORCIBLE",0527 1402 0913 0536 2034 1210 2002 1206 1820 2004,27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,121,998,,,600    LUCAS                        AV,,34.0552,-118.2675
200205353,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1905,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0369 0913 1817 0334 0416 0445 2004 1218,48,F,H,101,STREET,212,BOTTLE,AO,Adult Other,230,998,,,ALVARADO,WILSHIRE,34.058,-118.2759
221105176,02/02/2022 12:00:00 AM,02/09/2020 12:00:00 AM,1200,11,Northeast,1132,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912 0913,30,F,W,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,930,,,,2800    WAVERLY                      DR,,34.1084,-118.2639
200205358,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1300,02,Rampart,0285,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 1822 0346 0216 0202,0,X,X,248,CELL PHONE STORE,,,IC,Invest Cont,442,,,,1600 W  PICO                         BL,,34.0472,-118.2782
200615043,09/06/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1700,06,Hollywood,0643,1,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0329 0344 0352,58,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,7200 W  HOLLYWOOD                    BL,,34.1016,-118.3471
201105237,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2300,11,Northeast,1181,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,28,F,K,101,STREET,,,IC,Invest Cont,331,,,,MONTANA                      ST,WATERLOO                     ST,34.0819,-118.2649
200205363,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1220,02,Rampart,0256,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0447 0446 1817 1252,50,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7TH                          ST,UNION,34.0539,-118.2712
200205364,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0730,02,Rampart,0281,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,0,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1100 S  HOOVER                       ST,,34.0514,-118.2842
201707774,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1715,17,Devonshire,1701,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0358,59,M,O,108,PARKING LOT,,,IC,Invest Cont,331,,,,19800    RINALDI                      ST,,34.2751,-118.5652
200205366,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1800,02,Rampart,0285,1,210,ROBBERY,0602 0400 0344 0913 0561 2001,57,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,1800 W  11TH                         PL,,34.0481,-118.2779
200205367,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2230,02,Rampart,0265,1,210,ROBBERY,0342 1822 0416 0446 0417 0344 0352,33,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,LAKE                         ST,7TH                          ST,34.057,-118.2779
200205368,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1056,02,Rampart,0246,1,210,ROBBERY,0910 1822 0416 0446 0344 0346,26,M,B,904,MTA - RED LINE - WESTLAKE/MACARTHUR PARK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,600 S  ALVARADO                     ST,,34.0596,-118.2749
200205371,01/29/2020 12:00:00 AM,01/24/2020 12:00:00 AM,0120,02,Rampart,0211,1,210,ROBBERY,0342 0344 0420 1206 1822,36,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,4200    MELROSE                      AV,,34.0836,-118.2917
200205377,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,0400,02,Rampart,0218,2,901,VIOLATION OF RESTRAINING ORDER,2038 0602 2004 0554 0913,38,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,1400    BELLEVUE                     AV,,34.0683,-118.256
200205380,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0730,02,Rampart,0245,1,210,ROBBERY,0342 1822 0444 0400 0370 0344,56,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,2200 W  6TH                          ST,,34.0601,-118.2761
200312088,05/30/2020 12:00:00 AM,05/30/2020 12:00:00 AM,2025,03,Southwest,0362,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0329 0444 0448 0913 1243 1402 1813 2000,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,230,,,,4600    COLISEUM                     ST,,34.0169,-118.3472
200317652,09/20/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1600,03,Southwest,0355,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,46,M,H,120,STORAGE SHED,,,IC,Invest Cont,341,,,,3600    ARLINGTON                    AV,,34.0222,-118.3177
200205387,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1245,02,Rampart,0236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0913 2004 0416 0445 1817 2002,54,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,998,,,UNION                        AV,BEVERLY                      BL,34.0656,-118.2652
200205388,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1240,02,Rampart,0236,2,624,BATTERY - SIMPLE ASSAULT,1202 0444 0429 2004 0913 1817 2002,88,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,UNION                        AV,BEVERLY                      BL,34.0656,-118.2652
200205390,01/29/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1800,02,Rampart,0261,1,330,BURGLARY FROM VEHICLE,0344 0352 0377 1609 1307 0329,57,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,700 S  CORONADO                     ST,,34.0589,-118.2821
200205391,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1600,02,Rampart,0204,1,330,BURGLARY FROM VEHICLE,0344 1601 0329,0,X,X,101,STREET,,,IC,Invest Cont,330,,,,MIDDLEBURY                   ST,HOOVER                       ST,34.0857,-118.2812
200205392,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1700,02,Rampart,0205,1,330,BURGLARY FROM VEHICLE,0344 1601 0329,57,M,H,101,STREET,,,IC,Invest Cont,330,,,,800    MICHELTORENA                 ST,,34.0823,-118.2791
200205393,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1530,02,Rampart,0247,1,330,BURGLARY FROM VEHICLE,0344 0329 1605 0202 1822,42,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,400 S  BURLINGTON                   AV,,34.0605,-118.2694
200205396,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2050,02,Rampart,0285,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1251 0432 0421,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,1800 W  12TH                         ST,,34.0473,-118.2784
200205397,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1934,02,Rampart,0265,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1822,43,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2100 W  8TH                          ST,,34.0549,-118.2778
200205398,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1545,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,1300 1822 0344 1307,39,F,H,101,STREET,,,IC,Invest Cont,330,,,,OCEAN VIEW,LAKE                         ST,34.0629,-118.2754
200205401,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1100,02,Rampart,0248,2,860,BATTERY WITH SEXUAL CONTACT,0400 0500 1822 0536 1251,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,400    WITMER                       ST,,34.0576,-118.2644
211010233,07/15/2021 12:00:00 AM,04/24/2020 12:00:00 AM,1200,10,West Valley,1065,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0361 0913 0329 2021,54,F,O,507,CONDOMINIUM/TOWNHOUSE,,,AO,Adult Other,740,,,,5400    NEWCASTLE                    AV,,34.1687,-118.5244
200205403,01/29/2020 12:00:00 AM,01/21/2020 12:00:00 AM,0330,02,Rampart,0216,2,888,TRESPASSING,0216 1822,32,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",515,PHYSICAL PRESENCE,IC,Invest Cont,888,,,,2100    CLINTON                      ST,,34.0737,-118.2659
200205404,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1700,02,Rampart,0291,2,624,BATTERY - SIMPLE ASSAULT,1202 1822 0416 0446 0601 1236,72,M,H,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1900 W  PICO                         BL,,34.0462,-118.2802
200205405,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,0850,02,Rampart,0212,2,624,BATTERY - SIMPLE ASSAULT,1251 0356 0419 1822 2004,24,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 N  VERMONT                      AV,,34.0791,-118.2917
200205411,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2200,02,Rampart,0256,2,625,OTHER ASSAULT,1822 0522 0305 0448,39,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,BONNIE BRAE,WILSHIRE,34.0569,-118.2725
200915696,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,0220,09,Van Nuys,0941,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 1822 0445 2004,59,M,B,101,STREET,312,PIPE/METAL PIPE,AO,Adult Other,230,998,,,AETNA,VAN NUYS,34.1802,-118.4487
200305577,01/27/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2300,03,Southwest,0338,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200 W  30TH                         ST,,34.0274,-118.2891
201409400,04/08/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1430,14,Pacific,1414,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606 0344 1300,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,800    INDIANA                      AV,,33.9984,-118.4652
200205415,01/28/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1015,02,Rampart,0238,2,850,INDECENT EXPOSURE,0529 1822 1309 0528 0913 0910,36,F,W,124,BUS STOP,,,IC,Invest Cont,850,,,,TEMPLE,DOUGLAS,34.0673,-118.2566
200205416,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2145,02,Rampart,0236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1810 0344 0334 0443 1601 2021 0913,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,AA,Adult Arrest,230,,,,200 S  BONNIE BRAE                  ST,,34.0644,-118.2686
200205417,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2145,02,Rampart,0236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 0334 0443 1601 2021 0340 1817 0913,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,KITCHEN KNIFE,IC,Invest Cont,230,,,,200 S  BONNIE BRAE                  ST,,34.0644,-118.2686
200205418,01/29/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1200,02,Rampart,0251,2,666,"BUNCO, ATTEMPT",0800,25,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,666,,,,400 S  RAMPART                      BL,,34.0649,-118.2797
200205419,01/30/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2355,02,Rampart,0205,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,745,998,,,3300 W  SUNSET                       BL,,34.0865,-118.2753
200205421,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1600,02,Rampart,0239,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1202 0344 1605,73,M,H,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,440,,,,1100 W  2ND                          ST,,34.0609,-118.2535
200205422,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0100,02,Rampart,0238,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2ND                          ST,EDGEWARE                     RD,34.0605,-118.2582
200205423,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1500,02,Rampart,0266,1,480,BIKE - STOLEN,0344,52,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,700 S  UNION                        AV,,34.0531,-118.2738
200205424,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0145,02,Rampart,0245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1419 0417 0429 0334 0302 1407 1822,25,M,H,101,STREET,102,HAND GUN,AA,Adult Arrest,230,998,,,7TH,CORONADO,34.0589,-118.2821
200205425,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,0900,02,Rampart,0246,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,45,F,W,108,PARKING LOT,,,IC,Invest Cont,341,,,,WILSHIRE,ALVARADO,34.058,-118.2759
200205428,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0300,02,Rampart,0265,2,860,BATTERY WITH SEXUAL CONTACT,1814 2000 2034 0532 0344 0501 1218 2004,32,F,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,8TH,ALVARADO,34.0549,-118.2778
200205429,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1935,02,Rampart,0269,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822 0216,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,442,,,,1500 W  7TH                          ST,,34.0531,-118.2694
200205430,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,1900,02,Rampart,0266,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,1600 W  7TH                          ST,,34.0539,-118.2712
200205432,01/30/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1420,02,Rampart,0275,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1202 2032 1822,96,F,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,2000 W  OLYMPIC                      BL,,34.0512,-118.2787
200205434,01/28/2020 12:00:00 AM,01/21/2020 12:00:00 AM,1700,02,Rampart,0236,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,37,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,MOUNTAIN VIEW,BEVERLY,34.0689,-118.2677
200205436,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,2100,02,Rampart,0212,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,32,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500 N  VIRGIL                       AV,,34.0797,-118.2868
200205437,01/30/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1230,02,Rampart,0249,1,350,"THEFT, PERSON",0344 1822,30,M,B,101,STREET,,,IC,Invest Cont,350,,,,1300 W  5TH                          ST,,34.0549,-118.2614
200205440,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,0600,02,Rampart,0247,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 1810 0913,47,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  BURLINGTON                   AV,,34.0588,-118.2706
